Type,Server,Category,Name,Description,Status,Path,Created,LastUpdated
Script,System,Scanners,extract-context.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\extract-context.py,2025-12-31T01:18:27-05:00,2025-12-31T01:18:27-05:00
Script,System,Scanners,parse_coderef_data.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\parse_coderef_data.py,2025-12-31T13:04:02.067811,2025-12-31T13:04:02.067811
Script,System,Scanners,scan-all-fixed.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-all-fixed.py,2025-12-31T04:38:38.140720,2025-12-31T04:38:38.154360
Script,System,Scanners,scan-all.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-all.py,2025-12-31T03:45:59-05:00,2025-12-31T05:33:45-05:00
Script,System,Scanners,scan-emojis.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-emojis.py,2025-12-31T05:17:22.127834,2025-12-31T05:17:22.127834
Script,System,Scanners,test_scan_all.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\test_scan_all.py,2025-12-31T06:18:28-05:00,2025-12-31T06:18:28-05:00
Script,System,Utilities,build-exe.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\build-exe.py,2025-12-31T04:09:04-05:00,2025-12-31T07:17:04-05:00
Script,System,Utilities,coderef_foundation_generator.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\coderef_foundation_generator.py,2025-12-31T14:33:12.060100,2025-12-31T14:33:12.060100
Script,System,Utilities,enhance-standards.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\enhance-standards.py,2025-12-31T13:50:07-05:00,2025-12-31T13:50:07-05:00
Script,System,Utilities,populate-coderef.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\populate-coderef.py,2025-12-31T06:56:00-05:00,2026-01-13T02:07:07-05:00
Script,System,Utilities,test_enhance_standards.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\test_enhance_standards.py,2025-12-31T14:02:39.057855,2025-12-31T14:02:39.057855
Script,System,Validators,validate-docs.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\validate-docs.py,2025-12-31T15:16:47.668424,2025-12-31T15:16:47.668424
Script,Workflow,Utilities,audit_generator.py,Python script: audit_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\audit_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,base_generator.py,Base generator with shared logic for all documentation generators.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\base_generator.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,changelog_generator.py,Changelog generator for managing CHANGELOG.json entries.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\changelog_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,features_inventory_generator.py,Features inventory generator for scanning and cataloging project features.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\features_inventory_generator.py,2025-12-23T15:19:50-05:00,2025-12-26T22:56:03-05:00
Script,Workflow,Utilities,foundation_generator.py,Foundation documentation generator for 5-doc workflow.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\foundation_generator.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,handoff_generator.py,Handoff context generator for automated agent handoffs.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\handoff_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,mermaid_formatter.py,Python script: mermaid_formatter,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\mermaid_formatter.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,plan_validator.py,Python script: plan_validator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\plan_validator.py,2025-12-23T15:19:50-05:00,2026-01-10T04:11:48-05:00
Script,Workflow,Utilities,planning_analyzer.py,Python script: planning_analyzer,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\planning_analyzer.py,2025-12-23T15:19:50-05:00,2026-01-16T18:38:19-05:00
Script,Workflow,Utilities,planning_generator.py,Planning generator for creating implementation plans.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\planning_generator.py,2025-12-23T15:19:50-05:00,2026-01-16T19:18:07-05:00
Script,Workflow,Utilities,quickref_generator.py,Generator for universal quickref guides for any application type.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\quickref_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,review_formatter.py,Python script: review_formatter,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\review_formatter.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,risk_generator.py,Python script: risk_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\risk_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,standards_generator.py,Python script: standards_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\standards_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Validators,consistency_checker.py,Python script: consistency_checker,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\consistency_checker.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,coderef-docs,Utilities,audit_generator.py,Python script: audit_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\audit_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,base_generator.py,Base generator with shared logic for all documentation generators.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\base_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T02:58:31-05:00
Script,coderef-docs,Utilities,changelog_generator.py,Changelog generator for managing CHANGELOG.json entries.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\changelog_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,coderef_foundation_generator.py,Python script: coderef_foundation_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\coderef_foundation_generator.py,2025-12-23T23:51:57-05:00,2026-01-10T02:55:17-05:00
Script,coderef-docs,Utilities,detection_module.py,Python script: detection_module,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\detection_module.py,2026-01-10T04:35:21-05:00,2026-01-10T04:35:21-05:00
Script,coderef-docs,Utilities,features_inventory_generator.py,Features inventory generator for scanning and cataloging project features.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\features_inventory_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,foundation_generator.py,Foundation documentation generator for 5-doc workflow.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\foundation_generator.py,2025-12-23T23:51:57-05:00,2026-01-10T04:39:14-05:00
Script,coderef-docs,Utilities,handoff_generator.py,Handoff context generator for automated agent handoffs.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\handoff_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T20:24:10-05:00
Script,coderef-docs,Utilities,mcp_orchestrator.py,Python script: mcp_orchestrator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\mcp_orchestrator.py,2026-01-13T01:35:42-05:00,2026-01-13T01:35:42-05:00
Script,coderef-docs,Utilities,mermaid_formatter.py,Python script: mermaid_formatter,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\mermaid_formatter.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,plan_validator.py,Python script: plan_validator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\plan_validator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,planning_analyzer.py,Python script: planning_analyzer,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\planning_analyzer.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,planning_generator.py,Planning generator for creating implementation plans.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\planning_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T20:24:10-05:00
Script,coderef-docs,Utilities,quickref_generator.py,Generator for universal quickref guides for any application type.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\quickref_generator.py,2025-12-23T23:51:57-05:00,2026-01-13T01:35:42-05:00
Script,coderef-docs,Utilities,resource_sheet_generator.py,Python script: resource_sheet_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\resource_sheet_generator.py,2026-01-02T05:09:15-05:00,2026-01-16T18:58:09-05:00
Script,coderef-docs,Utilities,review_formatter.py,Python script: review_formatter,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\review_formatter.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,risk_generator.py,Python script: risk_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\risk_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,standards_generator.py,Python script: standards_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\standards_generator.py,2025-12-23T23:51:57-05:00,2026-01-13T02:10:41-05:00
Script,coderef-docs,Utilities,user_guide_generator.py,"User documentation generator for my-guide, user-guide, and features docs.",active,C:\Users\willh\.mcp-servers\coderef-docs\generators\user_guide_generator.py,2026-01-13T01:35:42-05:00,2026-01-13T02:10:41-05:00
Script,coderef-docs,Utilities,validation_pipeline.py,Python script: validation_pipeline,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\validation_pipeline.py,2026-01-10T04:35:21-05:00,2026-01-10T04:35:21-05:00
Script,coderef-docs,Validators,consistency_checker.py,Python script: consistency_checker,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\consistency_checker.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,papertrail,Utilities,remove-emojis.py,!/usr/bin/env python3,active,C:\Users\willh\.mcp-servers\papertrail\scripts\remove-emojis.py,2026-01-04T22:57:12-05:00,2026-01-04T22:57:12-05:00
Tab,coderef-dashboard,UI Navigation,Commands,Slash commands reference,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Output,Output formats and file structure,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Scripts,Utility scripts and automation,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Setup,Installation and configuration,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Tools,MCP tools reference,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Workflows,Multi-step workflows,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tool,coderef-context,Code Intelligence,coderef_complexity,Get complexity metrics for a code element,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_context,"Generate comprehensive codebase context with visual architecture diagram. Returns project metadata, stats, and ready-to-render Mermaid diagram in single call.",active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_coverage,Analyze test coverage in the codebase,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_diagram,Generate visual dependency diagrams (Mermaid or Graphviz),active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_drift,Detect drift between CodeRef index and current code,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_export,"Export coderef data in various formats (JSON, JSON-LD, Mermaid, DOT)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_impact,Analyze impact of modifying or deleting a code element,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_incremental_scan,"Perform incremental scan (only re-scan files with detected drift, merge with existing index)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_patterns,Discover code patterns and test coverage gaps,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_query,"Query code relationships (what-calls, what-imports, shortest-path, etc)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_scan,"Scan project and discover all code elements (functions, classes, components, hooks)",active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_tag,Add CodeRef2 tags to source files for better tracking and validation,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,coderef_validate,Validate CodeRef2 references in codebase,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-context,Code Intelligence,validate_coderef_outputs,Validate .coderef/ files against schemas using Papertrail MCP validation,active,C:\Users\willh\.mcp-servers\coderef-context\server.py,,
Tool,coderef-docs,Documentation,add_changelog_entry,"Add a new entry to the project changelog. Requires all change details including version, type, title, description, files, reason, and impact.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,audit_codebase,"Audit codebase for standards violations using established standards documents. Scans all source files, compares against standards, and generates comprehensive compliance report with violations, severity levels, and fix suggestions.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,check_consistency,Check code changes against established standards for consistency violations. Lightweight quality gate for pre-commit checks and CI/CD pipelines. Only scans modified files. Auto-detects changes via git or accepts explicit file list.,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,check_document_health,"Calculate health score (0-100) for document based on 4 factors: Traceability (40%% - has workorder_id, feature_id, MCP attribution), Completeness (30%% - required sections present), Freshness (20%% - document age), Validation (10%% - passes schema). Phase 3: Papertrail integration.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,coderef_foundation_docs,"[DEPRECATED] Use generate_foundation_docs instead. CONSOLIDATE-002 (WO-GENERATION-ENHANCEMENT-001): This tool is deprecated and will be removed in v5.0.0. It has been superseded by generate_foundation_docs which offers better MCP integration, drift detection, and sequential generation. Migration: Replace coderef_foundation_docs(path) with generate_foundation_docs(path).",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,establish_standards,Scan codebase to discover UI/UX/behavior patterns and generate standards documentation. Creates 4 markdown files in coderef/standards/. Run ONCE per project to establish baseline standards for consistency validation (Tools #9 and #10).,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_features,"USER-005 (WO-GENERATION-ENHANCEMENT-001): Generate FEATURES.md - features inventory with workorder tracking. Scans coderef/workorder/ and coderef/archived/ directories, extracts workorder IDs and status from plan.json files, generates executive summary with metrics and feature lifecycle documentation.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_foundation_docs,"Generate foundation documentation (README, ARCHITECTURE, API, COMPONENTS, SCHEMA) for a project. Returns templates and generation plan - Claude will generate and save the actual documents.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_individual_doc,[INTERNAL] Generate a single individual documentation file. Called by generate_foundation_docs for sequential generation. Not recommended for direct use - use generate_foundation_docs instead. CONSOLIDATE-001 (WO-GENERATION-ENHANCEMENT-001): Marked as internal tool.,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_my_guide,"USER-003 (WO-GENERATION-ENHANCEMENT-001): Generate my-guide.md - concise 60-80 line reference with MCP tools and slash commands. Auto-discovers tools from .coderef/index.json and commands from .claude/commands/. Categorizes by function (Documentation, Changelog, Standards, etc.).",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_quickref_interactive,"Interactive workflow to generate a universal quickref guide for ANY application (CLI, Web, API, Desktop, Library). Returns interview questions for AI to ask user. AI guides conversation, user answers in plain English, then AI generates scannable quickref.md (150-250 lines) following proven pattern.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_resource_sheet,"Generate composable module-based technical documentation for code elements. Replaces rigid templates with ~30-40 small modules that compose intelligently. Auto-detects code characteristics, selects appropriate modules, and generates markdown + JSON schema + JSDoc outputs. WO-RESOURCE-SHEET-MCP-TOOL-001",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,generate_user_guide,"USER-004 (WO-GENERATION-ENHANCEMENT-001): Generate USER-GUIDE.md - comprehensive 10-section onboarding guide with Prerequisites, Installation, Architecture, Tools Reference, Commands, Workflows, Best Practices, Troubleshooting, and Quick Reference. Leverages .coderef/ data for 75%+ auto-fill.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,get_template,Retrieves the content of a specific documentation template,active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,list_templates,"Lists all available documentation templates (README, ARCHITECTURE, API, COMPONENTS, SCHEMA)",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,record_changes,"Smart agentic changelog recording with git auto-detection. Auto-detects changed files (git diff --staged), suggests change_type from commit messages, calculates severity from scope, and shows preview for agent confirmation before creating entry.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-docs,Documentation,validate_document,"Validate document against UDS (Universal Documentation Standards) schema. Checks for required sections, metadata format (workorder_id, timestamps), and returns validation errors/warnings with severity levels. Phase 3: Papertrail integration.",active,C:\Users\willh\.mcp-servers\coderef-docs\server.py,,
Tool,coderef-personas,Personas,clear_persona,Deactivate the current persona and return to default state.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,create_custom_persona,"Create a custom persona through guided workflow with automatic system prompt generation and validation. Users provide expertise, communication style, and use cases - the system generates a complete persona definition.",active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,execute_plan_interactive,Execute plan with guided step-by-step or batch mode. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,generate_todo_list,Convert plan task breakdown to TodoWrite format for Lloyd. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,get_active_persona,Get information about the currently active persona.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,list_personas,List all available personas with their descriptions.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,track_plan_execution,Sync plan progress with todo status in real-time. Part of docs-expert v2.0 Phase 1.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-personas,Personas,use_persona,Activate an expert persona to gain specialized knowledge and behavior. Returns the persona's system prompt and expertise.,active,C:\Users\willh\.mcp-servers\coderef-personas\server.py,,
Tool,coderef-testing,Analysis,analyze_coverage,Coverage analysis,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Analysis,analyze_test_performance,Performance analysis,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Analysis,detect_flaky_tests,Find flaky tests,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Analysis,validate_test_health,Health check,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Discovery,discover_tests,Find all tests,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Discovery,list_test_frameworks,List frameworks,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Execution,run_all_tests,Execute entire suite,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Execution,run_test_category,Run by pattern,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Execution,run_test_file,Run specific file,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Execution,run_tests_in_parallel,Parallel execution,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Management,aggregate_results,Aggregate runs,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Management,compare_test_runs,Compare runs,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Management,generate_test_report,Generate reports,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-testing,Management,get_test_results,Retrieve results,active,C:\Users\willh\.mcp-servers\coderef-testing\src\coderef_testing\server.py,,
Tool,coderef-workflow,Advanced Tools,assess_risk,AI-powered risk assessment,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Advanced Tools,coderef_foundation_docs,Unified foundation docs,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Advanced Tools,generate_features_inventory,Generate features inventory,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Advanced Tools,generate_handoff_context,Generate agent handoff,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Advanced Tools,update_all_documentation,Agentic doc updates,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Archival & Inventory,archive_feature,Archive completed features,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Archival & Inventory,audit_plans,Audit all plans,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Archival & Inventory,get_workorder_log,Query workorder log,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Archival & Inventory,log_workorder,Log workorder entry,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Changelog Management,add_changelog_entry,Add changelog entry,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Changelog Management,get_changelog,Get project changelog,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Changelog Management,update_changelog,Agentic changelog update,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Documentation Templates,generate_foundation_docs,Generate foundation documentation,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Documentation Templates,generate_individual_doc,Generate single doc file,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Documentation Templates,get_template,Retrieve specific template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Documentation Templates,list_templates,List all documentation templates,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Execution & Tracking,execute_plan,Generate TodoWrite task list,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Execution & Tracking,finalize_plan_from_agent,Finalize plan from Task agent,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Execution & Tracking,generate_deliverables_template,Generate deliverables template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Execution & Tracking,update_deliverables,Update with git metrics,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Execution & Tracking,update_task_status,Update task progress,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Multi-Agent Coordination,aggregate_agent_deliverables,Aggregate metrics,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Multi-Agent Coordination,assign_agent_task,Assign task to agent,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Multi-Agent Coordination,generate_agent_communication,Generate communication.json,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Multi-Agent Coordination,track_agent_status,Track agent status,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Multi-Agent Coordination,verify_agent_completion,Verify completion,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,analyze_project_for_planning,Automate prep phase,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,create_plan,Create implementation plan,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,gather_context,Gather feature requirements,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,generate_plan_review_report,Generate review report,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,get_planning_template,Get planning template,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Planning,validate_implementation_plan,Validate plan quality,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Standards & Quality,audit_codebase,Audit for standards violations,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
Tool,coderef-workflow,Standards & Quality,check_consistency,Pre-commit consistency check,active,C:\Users\willh\.mcp-servers\coderef-workflow\src\coderef_workflow\server.py,,
